,gender_F,gender_M,gender_O,age,income,user_id,became_member_year,total_amt,offer_1_received,offer_1_viewed,offer_1_completed,offer_2_received,offer_2_viewed,offer_2_completed,offer_3_received,offer_3_viewed,offer_3_completed,offer_4_received,offer_4_viewed,offer_4_completed,offer_5_received,offer_5_viewed,offer_5_completed,offer_6_received,offer_6_viewed,offer_6_completed,offer_7_received,offer_7_viewed,offer_7_completed,offer_8_received,offer_8_viewed,offer_8_completed,offer_9_received,offer_9_viewed,offer_9_completed,offer_10_received,offer_10_viewed,offer_10_completed
29,0,1,0,59,41000.0,30,2015,2.32,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,1,1,1
30,0,1,0,67,96000.0,31,2014,20.62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0
31,0,0,1,53,52000.0,32,2017,2.8,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
32,0,1,0,22,70000.0,33,2017,28.82,1,1,0,2,2,2,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33,1,0,0,96,89000.0,34,2017,22.05,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1
34,0,1,0,40,33000.0,35,2016,1.62,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
35,1,0,0,69,57000.0,36,2016,15.11,1,1,1,1,1,1,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
36,0,1,0,50,65404.9915682968,37,2016,5.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1
37,0,1,0,56,68000.0,38,2014,28.28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
38,1,0,0,26,63000.0,39,2017,2.5300000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
39,1,0,0,68,65404.9915682968,40,2018,0.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0
40,0,1,0,75,40000.0,41,2015,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2,1,2
41,1,0,0,20,30000.0,42,2016,3.18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,1,0,45,33000.0,43,2018,5.6,0,0,0,2,2,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
43,0,1,0,61,98000.0,44,2017,25.98,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1
44,0,0,1,84,65404.9915682968,45,2014,0.06,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,1,40,65404.9915682968,46,2017,2.04,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
46,1,0,0,69,37000.0,47,2013,4.21,2,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,0,0,54,80000.0,48,2017,19.99,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0
48,0,1,0,39,51000.0,49,2014,1.63,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
49,1,0,0,41,41000.0,50,2015,5.2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
50,1,0,0,79,48000.0,51,2015,2.35,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
51,1,0,0,66,38000.0,52,2018,6.44,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
52,1,0,0,56,52000.0,53,2017,14.18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,1,0,0,39,56000.0,54,2014,1.83,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1
54,0,0,1,45,65404.9915682968,55,2017,1.26,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
55,0,1,0,42,96000.0,56,2016,24.3,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
56,1,0,0,65,65404.9915682968,57,2017,3.33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
57,0,1,0,27,65404.9915682968,58,2015,2.5700000000000003,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
58,1,0,0,78,93000.0,59,2016,38.23,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0
59,0,1,0,45,48000.0,60,2017,2.15,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
60,0,1,0,29,50000.0,61,2016,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
61,0,1,0,44,35000.0,62,2017,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
62,0,1,0,63,56000.0,63,2018,13.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
63,0,1,0,36,56000.0,64,2017,18.48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
64,1,0,0,76,47000.0,65,2018,4.57,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
65,0,1,0,68,87000.0,66,2017,20.93,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,2,1,1,1
66,0,1,0,75,52000.0,67,2015,6.86,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
67,0,1,0,67,76000.0,68,2017,14.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,1,1,1,0,0,0
68,0,1,0,77,51000.0,69,2016,2.05,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0
69,0,1,0,76,64000.0,70,2014,10.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
70,0,1,0,57,98000.0,71,2018,27.24,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,0,0,53,72000.0,72,2016,14.68,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,2,0,2
72,1,0,0,53,117000.0,73,2016,24.41,1,1,1,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
73,1,0,0,53,55000.0,74,2017,2.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,2,0,1,0,0
74,1,0,0,61,112000.0,75,2017,33.87,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,1,1,0
75,1,0,0,67,77000.0,76,2016,24.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1
76,1,0,0,58,85000.0,77,2018,23.46,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,1,1,1,0,0,0
77,1,0,0,46,36000.0,78,2018,1.44,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0
78,0,1,0,30,41000.0,79,2017,3.12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
79,0,1,0,59,89000.0,80,2017,22.44,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,1,46,65404.9915682968,81,2017,2.7800000000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0
81,0,1,0,51,41000.0,82,2015,8.59,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,2,0,0,0,1,1,1,0,0,0
82,0,1,0,27,35000.0,83,2018,3.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,0,1,1,0,0,0,0
83,0,1,0,40,53000.0,84,2018,2.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0
84,0,0,1,20,65404.9915682968,85,2015,1.78,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,2,2,0,0,0,0
85,1,0,0,73,91000.0,86,2018,33.17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0
86,1,0,0,74,107000.0,87,2015,45.98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3,3,3,0,0,0,0,0,0,0,0,0
87,0,1,0,42,66000.0,88,2015,33.26,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
88,0,1,0,78,58000.0,89,2015,14.27,0,0,0,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
89,1,0,0,54,53000.0,90,2016,1.55,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0
90,1,0,0,70,74000.0,91,2018,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0
91,1,0,0,49,57000.0,92,2017,15.51,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0
92,1,0,0,62,57000.0,93,2018,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,1,0,64,70000.0,94,2017,12.4,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
94,1,0,0,89,87000.0,95,2017,16.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1
95,0,1,0,73,51000.0,96,2018,1.6400000000000001,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0
96,1,0,0,82,65404.9915682968,97,2016,0.33,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
97,1,0,0,50,93000.0,98,2017,31.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,1,0,1,1,1,1,1,1
98,1,0,0,90,98000.0,99,2015,38.19,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,1,0,0,68,84000.0,100,2016,16.82,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
100,0,1,0,60,64000.0,101,2017,1.1400000000000001,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
101,0,1,0,45,54000.0,102,2017,5.47,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
102,0,1,0,66,49000.0,103,2016,14.39,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,1,0,1
103,0,0,1,53,65404.9915682968,104,2017,6.32,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
104,0,0,1,48,65404.9915682968,105,2017,0.05,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,0,0,0
105,1,0,0,19,73000.0,106,2016,19.1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0
106,1,0,0,66,58000.0,107,2018,12.35,1,1,1,0,0,0,2,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
107,1,0,0,72,72000.0,108,2016,18.5,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
108,1,0,0,97,65404.9915682968,109,2016,2.33,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,1,0,76,63000.0,110,2016,20.13,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,1,1,1,0,0,0
110,0,1,0,52,78000.0,111,2017,12.57,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
111,0,1,0,55,31000.0,112,2017,5.85,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,0,0,39,60000.0,113,2017,16.51,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
113,1,0,0,45,44000.0,114,2016,4.89,0,0,0,2,1,2,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
114,1,0,0,57,114000.0,115,2017,17.99,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0
115,0,1,0,74,48000.0,116,2018,2.66,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,1,0,18,47000.0,117,2016,10.07,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,1,0,1
117,0,1,0,53,96000.0,118,2017,38.57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1
118,1,0,0,59,98000.0,119,2017,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3
119,0,1,0,57,46000.0,120,2014,8.68,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
120,1,0,0,51,56000.0,121,2017,3.59,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,2,2,0,0,0,0,0,0,0
121,0,0,1,40,65404.9915682968,122,2015,0.29,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
122,0,1,0,52,65404.9915682968,123,2017,0.41000000000000003,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0
123,1,0,0,64,37000.0,124,2017,7.45,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0
124,0,1,0,71,57000.0,125,2017,2.9699999999999998,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
125,1,0,0,64,66000.0,126,2017,10.42,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
126,0,1,0,83,46000.0,127,2018,3.37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,0,0,0
127,0,1,0,26,71000.0,128,2017,1.82,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
128,0,1,0,82,65404.9915682968,129,2016,2.58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0
129,1,0,0,29,58000.0,130,2018,1.24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0
130,0,1,0,43,70000.0,131,2017,2.03,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
131,1,0,0,89,65000.0,132,2018,16.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
132,1,0,0,49,79000.0,133,2018,12.27,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
133,0,1,0,79,67000.0,134,2016,23.25,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
134,1,0,0,55,94000.0,135,2017,28.1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
135,0,1,0,55,66000.0,136,2017,8.96,2,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,1,0,45,31000.0,137,2017,1.97,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
137,0,1,0,52,30000.0,138,2018,1.88,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
138,0,1,0,39,55000.0,139,2016,13.22,0,0,0,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
139,0,1,0,77,69000.0,140,2018,23.95,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
140,0,1,0,66,60000.0,141,2018,3.66,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
141,1,0,0,69,87000.0,142,2017,19.1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
142,0,1,0,74,53000.0,143,2014,7.57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
143,0,1,0,32,65404.9915682968,144,2016,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0
144,1,0,0,75,87000.0,145,2018,20.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
145,1,0,0,59,85000.0,146,2015,39.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1
146,0,1,0,47,66000.0,147,2013,13.54,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
147,0,1,0,20,69000.0,148,2018,0.87,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
148,0,1,0,60,108000.0,149,2017,48.1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
149,0,1,0,65,61000.0,150,2018,4.13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0
150,0,1,0,33,43000.0,151,2015,6.54,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
151,1,0,0,39,67000.0,152,2017,10.3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
152,0,1,0,49,59000.0,153,2018,5.21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
153,0,1,0,68,58000.0,154,2018,8.8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
154,0,1,0,42,80000.0,155,2017,20.98,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
155,0,1,0,72,33000.0,156,2018,1.01,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0
156,1,0,0,18,49000.0,157,2017,0.17,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0
157,1,0,0,32,42000.0,158,2018,10.16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
