,user_id,offer_id,completion_time
316,86,10,0.0
317,87,3,0.0
318,87,6,6.0
319,87,7,22.0
320,88,3,24.0
321,88,5,240.0
322,88,6,36.0
323,89,2,94.0
324,89,3,15.0
325,89,8,0.0
326,90,1,0.0
327,90,2,0.0
328,90,7,30.0
329,91,6,0.0
330,91,9,0.0
331,92,1,42.0
332,92,4,0.0
333,92,6,90.0
334,92,8,-3.0
335,93,4,0.0
336,93,5,0.0
337,93,6,0.0
338,94,2,120.0
339,94,5,24.0
340,94,6,84.0
341,94,7,240.0
342,95,5,120.0
343,95,6,52.0
344,95,10,168.0
345,96,2,0.0
346,96,5,0.0
347,96,7,108.0
348,96,8,0.0
349,97,1,0.0
350,97,3,39.0
351,97,7,240.0
352,97,8,0.0
353,98,6,-6.0
354,98,8,0.0
355,98,9,-6.0
356,98,10,72.0
357,99,1,84.0
358,99,5,0.0
359,99,8,0.0
360,100,1,0.0
361,100,3,0.0
362,100,5,0.0
363,100,10,168.0
364,101,3,0.0
365,101,4,0.0
366,101,9,60.0
367,102,1,0.0
368,102,2,0.0
369,102,3,0.0
370,102,5,0.0
371,102,7,0.0
372,103,2,120.0
373,103,3,30.0
374,103,6,21.0
375,103,9,12.0
376,103,10,168.0
377,104,2,0.0
378,104,3,0.0
379,104,6,0.0
380,104,8,0.0
381,104,10,0.0
382,105,1,0.0
383,105,2,0.0
384,105,6,0.0
385,105,8,0.0
386,105,9,0.0
387,106,3,0.0
388,106,4,-6.0
389,106,5,0.0
390,106,7,120.0
391,107,1,-12.0
392,107,3,24.0
393,107,4,-78.0
394,107,6,168.0
395,108,1,112.0
396,108,2,24.0
397,108,6,18.0
398,108,7,36.0
399,108,9,12.0
400,109,1,0.0
401,109,2,0.0
402,109,3,27.0
403,109,4,0.0
404,110,3,0.0
405,110,5,240.0
406,110,7,18.0
407,110,9,60.0
408,111,1,168.0
409,111,2,39.0
410,111,10,64.0
411,112,1,0.0
412,112,2,0.0
413,112,3,0.0
414,112,4,168.0
415,113,2,60.0
416,113,8,0.0
417,113,9,120.0
418,113,10,168.0
419,114,2,63.0
420,114,4,84.0
421,114,7,240.0
422,114,10,168.0
423,115,1,24.0
424,115,2,0.0
425,115,3,0.0
426,115,7,204.0
427,115,9,6.0
428,116,4,0.0
429,116,6,0.0
430,117,1,0.0
431,117,2,-12.0
432,117,6,15.0
433,117,7,30.0
434,117,10,168.0
435,118,1,0.0
436,118,6,168.0
437,118,9,48.0
438,118,10,12.0
439,119,10,118.0
440,120,2,0.0
441,120,3,0.0
442,120,7,240.0
443,121,4,168.0
444,121,6,21.0
445,121,8,0.0
446,122,2,0.0
447,122,4,0.0
448,122,6,0.0
449,122,8,0.0
450,122,9,0.0
451,123,2,0.0
452,123,8,12.0
453,123,10,0.0
454,124,1,0.0
455,124,2,0.0
456,124,4,114.0
457,124,7,36.0
458,124,9,60.0
459,125,3,-6.0
460,125,5,0.0
461,125,9,0.0
462,126,1,0.0
463,126,2,0.0
464,126,8,18.0
465,126,10,48.0
466,127,1,0.0
467,127,6,0.0
468,127,8,-12.0
469,127,9,0.0
470,128,1,0.0
471,128,4,0.0
472,128,6,0.0
473,128,8,0.0
474,128,10,0.0
475,129,1,0.0
476,129,8,-18.0
477,129,10,0.0
478,130,1,0.0
479,130,6,33.0
480,130,7,0.0
481,130,8,0.0
482,131,4,0.0
483,131,5,0.0
484,131,6,0.0
485,131,9,0.0
486,132,1,36.0
487,132,7,78.0
488,132,8,18.0
489,132,10,168.0
490,133,2,0.0
491,133,3,0.0
492,133,4,42.0
493,133,5,0.0
494,133,6,-6.0
495,134,1,84.0
496,134,3,0.0
497,134,9,18.0
498,135,1,-36.0
499,135,3,24.0
500,135,6,-12.0
501,135,7,240.0
502,135,8,-24.0
503,136,1,0.0
504,136,3,0.0
505,137,2,0.0
506,137,5,0.0
507,137,8,0.0
508,137,9,0.0
509,138,3,0.0
510,138,5,0.0
511,138,9,0.0
512,139,2,40.0
513,139,4,168.0
514,139,9,-12.0
515,140,2,0.0
516,140,5,240.0
517,140,8,0.0
518,141,1,0.0
519,141,4,168.0
520,141,6,54.0
521,141,8,36.0
522,141,10,0.0
523,142,4,42.0
524,142,5,0.0
525,142,9,60.0
526,143,1,0.0
527,143,7,138.0
528,144,1,0.0
529,144,7,0.0
530,144,10,0.0
531,145,5,120.0
532,145,6,84.0
533,145,7,240.0
534,145,9,0.0
535,145,10,168.0
536,146,6,-6.0
537,146,7,24.0
538,146,8,12.0
539,146,9,42.0
540,146,10,84.0
541,147,1,0.0
542,147,3,0.0
543,147,10,84.0
544,148,4,0.0
545,148,5,0.0
546,148,6,0.0
547,148,9,0.0
548,149,4,48.0
549,149,6,0.0
550,149,7,6.0
551,149,8,0.0
552,150,3,0.0
553,150,6,88.0
554,150,7,240.0
555,151,5,0.0
556,151,7,222.0
557,151,10,0.0
558,152,3,0.0
559,152,7,120.0
560,152,8,18.0
561,153,3,0.0
562,153,9,120.0
563,153,10,0.0
564,154,1,0.0
565,154,5,0.0
566,154,6,0.0
567,154,7,0.0
568,154,8,0.0
569,155,2,72.0
570,155,3,0.0
571,155,8,0.0
572,156,2,0.0
573,156,4,0.0
574,156,5,0.0
575,156,7,0.0
576,156,9,0.0
577,156,10,0.0
578,157,4,0.0
579,157,5,0.0
580,157,6,84.0
581,157,10,0.0
582,158,4,168.0
583,158,9,-42.0
584,159,2,0.0
585,159,3,0.0
586,159,6,30.0
587,159,8,0.0
588,159,10,0.0
589,160,5,0.0
590,160,6,0.0
591,160,8,0.0
592,161,1,135.0
593,161,4,168.0
594,162,1,30.0
595,162,2,0.0
596,162,6,168.0
597,162,7,-57.0
598,162,10,168.0
599,163,2,48.0
600,163,3,0.0
601,163,4,168.0
602,163,7,0.0
603,163,9,0.0
604,164,4,168.0
605,164,5,0.0
606,164,8,30.0
607,164,10,0.0
608,165,1,0.0
609,165,2,0.0
610,165,7,0.0
611,165,8,0.0
612,165,9,0.0
613,166,2,120.0
614,166,5,0.0
615,166,7,96.0
616,166,10,168.0
617,167,1,0.0
618,167,4,84.0
619,167,7,18.0
620,167,9,39.0
621,168,5,0.0
622,168,6,96.0
623,168,7,0.0
624,169,3,24.0
625,169,4,168.0
626,169,5,240.0
627,169,6,-6.0
628,169,8,0.0
629,170,5,210.0
630,170,8,6.0
631,170,9,0.0
632,171,1,-6.0
633,171,4,126.0
634,171,5,240.0
635,171,7,6.0
636,171,8,0.0
637,172,5,54.0
638,172,7,160.0
639,172,9,120.0
640,173,2,0.0
641,173,4,0.0
642,173,8,0.0
643,174,1,0.0
644,174,2,0.0
645,174,5,0.0
646,174,6,114.0
647,174,10,168.0
648,175,4,84.0
649,175,5,120.0
650,175,8,0.0
651,175,10,168.0
652,176,1,0.0
653,176,2,0.0
654,176,3,30.0
655,176,8,0.0
656,177,1,-6.0
657,177,3,0.0
658,177,10,84.0
659,178,3,0.0
660,178,5,0.0
661,178,7,0.0
662,178,10,0.0
663,179,1,0.0
664,179,2,0.0
665,179,3,24.0
666,180,2,0.0
667,180,8,30.0
668,180,9,0.0
669,181,3,0.0
670,181,5,120.0
671,181,6,12.0
672,181,7,0.0
673,182,4,168.0
674,182,9,0.0
675,183,5,144.0
676,183,6,48.0
677,183,7,96.0
678,183,10,168.0
679,184,2,-30.0
680,184,5,240.0
681,184,9,24.0
682,184,10,84.0
683,185,1,66.0
684,185,3,0.0
685,185,7,30.0
686,185,8,-6.0
687,185,10,168.0
688,186,1,30.0
689,186,3,0.0
690,186,5,92.0
691,187,3,15.0
692,188,3,-3.0
693,188,6,126.0
694,188,8,0.0
695,189,4,0.0
696,189,8,-6.0
697,189,9,0.0
698,190,3,0.0
699,190,6,0.0
700,190,7,0.0
701,191,1,168.0
702,191,5,240.0
703,191,6,9.0
704,191,7,72.0
705,192,5,190.0
706,192,8,36.0
707,193,4,60.0
708,193,5,0.0
709,193,6,0.0
710,193,9,0.0
711,194,4,0.0
712,194,6,39.0
713,194,7,0.0
714,194,10,84.0
715,195,4,0.0
716,195,9,120.0
717,195,10,84.0
718,196,2,0.0
719,196,5,0.0
720,196,7,0.0
721,196,10,0.0
722,197,1,0.0
723,197,8,0.0
724,197,9,0.0
725,197,10,0.0
726,198,2,-12.0
727,198,3,0.0
728,198,5,0.0
729,198,9,66.0
730,198,10,0.0
731,199,1,0.0
732,199,2,0.0
733,199,3,0.0
734,199,9,0.0
735,200,5,0.0
736,200,7,0.0
737,200,9,0.0
738,200,10,0.0
739,201,5,-42.0
740,201,6,12.0
741,201,9,60.0
742,201,10,168.0
743,202,1,54.0
744,202,3,0.0
745,202,4,90.0
746,202,10,0.0
747,203,2,0.0
748,203,3,0.0
749,203,5,0.0
750,203,7,0.0
751,203,8,0.0
752,204,1,84.0
753,204,3,36.0
754,204,4,51.0
755,204,8,0.0
756,205,7,240.0
757,206,4,0.0
758,206,5,240.0
759,206,8,0.0
760,207,1,96.0
761,207,2,-6.0
762,207,5,150.0
763,207,9,0.0
764,208,3,0.0
765,208,7,24.0
766,208,9,15.0
767,209,1,15.0
768,209,2,72.0
769,209,8,-48.0
770,209,9,0.0
771,210,4,96.0
772,210,9,36.0
773,211,1,0.0
774,211,3,0.0
775,211,4,0.0
776,211,5,0.0
777,211,6,18.0
778,212,3,-12.0
779,212,4,0.0
780,212,6,0.0
781,212,7,0.0
782,212,10,0.0
783,213,1,18.0
784,213,3,0.0
785,213,6,6.0
786,213,9,-18.0
787,214,3,0.0
788,214,5,0.0
789,214,6,0.0
790,214,8,0.0
791,214,10,0.0
792,215,4,0.0
793,215,5,0.0
794,215,7,180.0
795,215,9,120.0
796,216,3,-6.0
797,216,4,0.0
798,216,6,0.0
799,216,8,0.0
800,217,3,0.0
801,217,4,168.0
802,217,7,0.0
803,218,1,0.0
804,218,3,0.0
805,218,4,0.0
806,218,6,0.0
807,218,8,0.0
808,219,2,24.0
809,219,3,0.0
810,219,9,0.0
811,220,5,0.0
812,220,6,0.0
813,220,8,0.0
814,221,1,168.0
815,221,2,0.0
816,221,3,0.0
817,221,5,240.0
818,222,1,0.0
819,222,4,168.0
820,222,7,0.0
821,222,8,0.0
822,223,1,84.0
823,223,4,168.0
824,223,8,0.0
825,224,1,0.0
826,224,3,0.0
827,224,4,168.0
828,224,8,-18.0
829,224,9,0.0
830,224,10,0.0
831,225,3,0.0
832,225,7,24.0
833,225,8,0.0
834,225,9,-6.0
835,226,2,0.0
836,226,4,0.0
837,226,6,0.0
838,226,10,0.0
839,227,3,0.0
840,227,6,84.0
841,227,8,0.0
842,228,6,30.0
843,228,7,153.0
844,228,9,60.0
845,229,4,0.0
846,229,5,240.0
847,229,7,6.0
848,229,9,0.0
849,229,10,0.0
850,230,5,0.0
851,230,8,-6.0
852,230,9,0.0
853,230,10,0.0
854,231,8,0.0
855,231,9,0.0
856,231,10,36.0
857,232,5,0.0
858,232,8,30.0
859,232,10,0.0
860,233,1,138.0
861,233,2,18.0
862,233,10,36.0
863,234,1,0.0
864,234,2,120.0
865,234,5,-18.0
866,234,6,168.0
867,234,8,36.0
868,235,1,0.0
869,235,3,0.0
870,235,4,0.0
871,235,6,66.0
872,235,10,0.0
873,236,2,0.0
874,236,8,0.0
875,236,9,0.0
876,237,3,0.0
877,237,5,0.0
878,237,7,0.0
879,237,10,0.0
880,238,4,-78.0
881,238,6,168.0
882,238,7,240.0
883,238,9,32.0
884,238,10,66.0
885,239,3,0.0
886,239,6,99.0
887,239,7,0.0
888,239,10,0.0
889,240,5,54.0
890,241,1,0.0
891,241,2,0.0
892,241,4,0.0
893,241,5,0.0
894,242,2,0.0
895,242,5,240.0
896,242,8,0.0
897,242,10,0.0
898,243,3,0.0
899,243,4,168.0
900,243,5,33.0
901,243,9,78.0
902,243,10,12.0
903,244,2,60.0
904,244,4,60.0
905,244,7,240.0
906,244,10,168.0
907,245,3,18.0
908,245,4,-6.0
909,245,5,240.0
910,245,6,6.0
911,245,8,6.0
912,246,5,0.0
913,246,9,0.0
914,247,2,-36.0
915,247,6,43.5
916,247,7,240.0
917,247,8,0.0
918,248,4,168.0
919,248,6,168.0
920,248,7,120.0
921,248,8,0.0
922,248,9,0.0
923,248,10,24.0
924,249,1,0.0
925,249,4,0.0
926,249,6,-24.0
927,249,8,0.0
928,250,1,0.0
929,250,3,0.0
930,250,6,132.0
931,250,7,0.0
932,250,8,0.0
933,251,2,73.5
934,251,4,168.0
935,251,8,3.0
936,252,5,240.0
937,252,7,6.0
938,252,8,30.0
939,252,10,168.0
940,253,1,0.0
941,253,3,0.0
942,253,6,12.0
943,253,7,42.0
944,254,4,0.0
945,254,6,42.0
946,254,7,90.0
947,254,9,0.0
948,255,4,-78.0
949,255,8,0.0
950,255,9,18.0
951,256,2,-54.0
952,256,5,240.0
953,257,3,0.0
954,257,7,120.0
955,257,8,0.0
956,257,9,120.0
957,258,1,-114.0
958,258,4,168.0
959,258,5,30.0
960,258,8,0.0
961,258,9,0.0
962,258,10,48.0
963,259,1,0.0
964,259,4,168.0
965,259,7,15.0
966,259,9,-12.0
967,260,4,6.0
968,260,6,18.0
969,260,8,24.0
970,261,1,0.0
971,261,2,0.0
972,261,5,0.0
973,261,7,12.0
974,261,9,-3.0
975,262,1,84.0
976,262,3,0.0
977,262,6,96.0
978,262,7,78.0
979,262,8,0.0
980,263,4,6.0
981,263,5,0.0
982,263,6,168.0
983,263,7,54.0
984,263,8,-18.0
985,264,2,0.0
986,264,5,0.0
987,264,7,0.0
988,264,8,0.0
989,264,10,0.0
990,265,4,168.0
991,265,6,84.0
992,265,9,0.0
993,266,1,36.0
994,266,4,153.0
995,266,8,0.0
996,266,9,24.0
997,267,2,44.4
998,267,7,57.0
999,268,1,0.0
1000,268,5,0.0
1001,268,9,0.0
1002,268,10,0.0
1003,269,4,12.0
1004,269,10,84.0
1005,270,1,0.0
1006,270,5,0.0
1007,270,10,0.0
1008,271,3,18.0
1009,271,4,6.0
1010,271,5,54.0
1011,271,8,0.0
1012,272,5,240.0
1013,272,8,-18.0
1014,272,9,0.0
1015,272,10,168.0
1016,273,1,0.0
1017,273,4,84.0
1018,273,8,42.0
1019,273,10,0.0
1020,274,1,168.0
1021,274,4,-6.0
1022,274,5,18.0
1023,274,7,84.0
1024,274,10,0.0
1025,275,5,240.0
1026,275,6,168.0
1027,275,8,0.0
1028,275,10,168.0
1029,276,2,0.0
1030,276,3,0.0
1031,276,5,-30.0
1032,276,9,0.0
1033,276,10,24.0
1034,277,1,0.0
1035,277,8,0.0
1036,278,1,0.0
1037,278,2,0.0
1038,278,4,-78.0
1039,278,5,0.0
1040,278,10,0.0
1041,279,4,56.0
1042,279,5,132.0
1043,279,7,240.0
1044,279,10,0.0
1045,280,1,48.0
1046,280,4,84.0
1047,280,5,0.0
1048,280,6,144.0
1049,280,7,24.0
1050,281,1,0.0
1051,281,2,0.0
1052,281,4,0.0
1053,281,5,240.0
1054,281,10,168.0
1055,282,2,0.0
1056,282,3,54.0
1057,282,4,27.0
1058,282,9,-6.0
1059,283,1,-36.0
1060,283,5,120.0
1061,283,8,0.0
1062,284,7,36.0
1063,284,8,0.0
1064,284,9,60.0
1065,285,2,60.0
1066,285,5,240.0
1067,285,6,0.0
1068,285,10,84.0
1069,286,1,0.0
1070,286,5,42.0
1071,286,6,168.0
1072,287,3,0.0
1073,287,4,0.0
1074,287,5,102.0
1075,287,6,0.0
1076,287,7,66.0
1077,287,9,60.0
1078,288,3,0.0
1079,288,7,120.0
1080,288,10,84.0
1081,289,1,168.0
1082,289,3,0.0
1083,289,6,84.0
1084,290,1,0.0
1085,290,6,84.0
1086,290,7,84.0
1087,290,9,120.0
1088,291,1,12.0
1089,291,3,12.0
1090,291,6,18.0
1091,291,7,48.0
1092,292,1,76.0
1093,292,2,120.0
1094,292,3,0.0
1095,292,7,240.0
1096,293,2,120.0
1097,293,5,0.0
1098,293,7,210.0
1099,293,10,42.0
1100,294,4,-36.0
1101,294,5,0.0
1102,294,7,66.0
1103,294,8,0.0
1104,295,1,0.0
1105,295,2,0.0
1106,295,4,0.0
1107,295,8,0.0
1108,295,10,0.0
1109,296,1,0.0
1110,296,4,126.0
1111,296,8,-42.0
1112,297,2,0.0
1113,297,4,168.0
1114,297,5,0.0
1115,297,10,24.0
1116,298,5,66.0
1117,298,8,-15.0
1118,298,10,30.0
1119,299,2,0.0
1120,299,5,0.0
1121,299,10,0.0
1122,300,1,84.0
1123,300,4,48.0
1124,300,5,0.0
1125,301,1,135.0
1126,301,3,0.0
1127,301,5,28.0
1128,301,6,6.0
1129,302,7,0.0
1130,302,8,0.0
1131,303,1,-42.0
1132,303,6,108.0
1133,303,8,0.0
1134,303,9,120.0
1135,304,4,0.0
1136,304,5,0.0
1137,304,8,3.0
1138,305,4,0.0
1139,305,5,240.0
1140,305,7,0.0
1141,306,1,6.0
1142,306,2,0.0
1143,306,3,0.0
1144,306,6,84.0
1145,306,7,240.0
1146,307,2,60.0
1147,307,4,-36.0
1148,307,10,0.0
1149,308,1,0.0
1150,308,4,0.0
1151,308,10,0.0
1152,309,5,0.0
1153,309,7,42.0
1154,309,8,36.0
1155,309,10,0.0
1156,310,4,33.0
1157,310,5,168.0
1158,310,8,-42.0
1159,311,6,0.0
1160,311,8,0.0
1161,312,2,120.0
1162,312,3,48.0
1163,312,5,30.0
1164,312,9,42.0
1165,313,6,36.0
1166,313,8,4.5
1167,313,9,24.0
1168,314,3,24.0
1169,314,6,0.0
1170,314,8,0.0
1171,314,10,0.0
1172,315,3,0.0
1173,315,5,120.0
1174,315,6,168.0
1175,315,10,0.0
1176,316,1,168.0
1177,316,6,0.0
1178,316,7,150.0
1179,317,2,60.0
1180,317,8,12.0
1181,317,10,0.0
1182,318,6,96.0
1183,318,9,54.0
1184,319,1,0.0
1185,319,6,0.0
1186,319,7,0.0
1187,319,10,0.0
1188,320,1,168.0
1189,320,9,0.0
1190,320,10,6.0
1191,321,2,0.0
1192,321,5,0.0
1193,321,8,0.0
1194,322,2,0.0
1195,322,6,0.0
1196,322,8,0.0
1197,322,9,0.0
1198,323,4,168.0
1199,323,9,12.0
1200,324,1,0.0
1201,325,1,0.0
1202,325,3,0.0
1203,325,7,27.0
1204,325,8,0.0
1205,326,2,0.0
1206,326,3,0.0
1207,326,5,0.0
1208,326,6,51.0
1209,327,1,0.0
1210,327,2,0.0
1211,327,5,0.0
1212,327,9,3.0
1213,328,2,0.0
1214,328,5,0.0
1215,328,7,108.0
1216,328,8,6.0
1217,328,9,0.0
1218,329,5,240.0
1219,329,7,240.0
1220,329,8,0.0
1221,329,9,90.0
1222,330,3,0.0
1223,330,5,0.0
1224,330,6,0.0
1225,331,1,78.0
1226,331,2,120.0
1227,331,7,0.0
1228,331,8,0.0
1229,331,9,42.0
1230,331,10,0.0
1231,332,4,0.0
1232,332,5,0.0
1233,332,6,0.0
1234,332,9,0.0
1235,332,10,168.0
1236,333,3,0.0
1237,333,5,240.0
1238,333,6,24.0
1239,333,8,-6.0
1240,333,9,0.0
1241,334,1,168.0
1242,334,7,120.0
1243,334,8,0.0
1244,335,2,0.0
1245,335,4,0.0
1246,335,6,42.0
1247,336,6,0.0
1248,336,9,72.0
1249,337,3,0.0
1250,337,6,168.0
1251,337,8,18.0
1252,338,3,0.0
1253,338,4,0.0
1254,338,7,0.0
1255,338,9,6.0
1256,339,1,0.0
1257,339,7,0.0
1258,339,9,0.0
1259,339,10,129.0
1260,340,1,0.0
1261,340,3,0.0
1262,340,5,0.0
1263,340,8,-18.0
1264,341,7,0.0
1265,341,8,0.0
1266,341,9,0.0
1267,341,10,0.0
1268,342,2,0.0
1269,342,3,0.0
1270,342,6,0.0
1271,342,7,0.0
1272,343,3,0.0
1273,343,4,0.0
1274,343,7,78.0
1275,343,8,0.0
1276,344,5,240.0
1277,344,6,78.0
1278,344,9,4.0
1279,344,10,0.0
1280,345,7,0.0
1281,345,8,30.0
1282,345,9,0.0
1283,345,10,0.0
1284,346,2,120.0
1285,346,5,120.0
1286,346,7,138.0
1287,347,1,84.0
1288,347,3,0.0
1289,347,4,168.0
1290,347,6,0.0
1291,347,7,42.0
1292,348,1,0.0
1293,348,2,120.0
1294,348,4,168.0
1295,348,9,12.0
1296,349,7,0.0
1297,349,8,0.0
1298,349,9,0.0
1299,350,3,0.0
1300,350,4,0.0
1301,350,7,0.0
1302,351,2,30.0
1303,351,5,0.0
1304,351,8,0.0
1305,351,10,30.0
1306,352,3,0.0
1307,352,4,0.0
1308,352,6,96.0
1309,352,7,240.0
1310,352,10,0.0
1311,353,2,0.0
1312,353,5,0.0
1313,353,6,0.0
1314,354,3,36.0
1315,354,6,0.0
1316,354,9,102.0
1317,355,3,24.0
1318,355,7,148.0
1319,355,10,168.0
1320,356,1,0.0
1321,356,5,0.0
1322,356,6,0.0
1323,357,1,18.0
1324,357,8,48.0
1325,357,9,20.0
1326,358,2,9.0
1327,358,3,-54.0
1328,358,6,6.0
1329,358,7,60.0
1330,359,3,0.0
1331,359,4,0.0
1332,359,9,0.0
1333,360,1,168.0
1334,360,2,12.0
1335,360,4,112.0
1336,360,6,0.0
1337,360,9,36.0
1338,361,1,78.0
1339,361,3,-30.0
1340,361,8,0.0
1341,361,9,120.0
1342,361,10,72.0
1343,362,3,0.0
1344,362,7,240.0
1345,363,4,168.0
1346,363,9,0.0
1347,364,1,0.0
1348,364,3,0.0
1349,364,5,150.0
1350,364,9,6.0
1351,364,10,168.0
1352,365,1,0.0
